Time,station_id,Taxi,Bus,Cargo,Private_Veh
2200-2300 ,4205,32.2,0.4,3.3,51.7
0700-0800 ,5042,10.9,1.3,31.0,46.4
0800-0900 ,5042,8.1,2,38.4,43.9
0900-1000 ,5042,8.4,2.1,51.4,31.3
1000-1100 ,5042,5.4,0.8,63.1,23.7
1100-1200 ,5042,7.6,2.8,59.2,22.8
1200-1300 ,5042,7.9,0.4,61.699999999999996,23.8
1300-1400 ,5042,9.6,1.8,67.2,14.9
1400-1500 ,5042,7.2,2.5,62.6,22.4
1500-1600 ,5042,4.5,1.3,60.5,27.8
1600-1700 ,5042,9.2,3.5,54.9,23.7
1700-1800 ,5042,5.5,3.6,44.2,35.9
1800-1900 ,5042,6.4,3.5,16.4,65.6
1900-2000 ,5042,13.2,3.5,24.3,51.2
2000-2100 ,5042,16.8,1.3,20.1,52.4
2100-2200 ,5042,20,1.8,25.5,42.4
2200-2300 ,5042,26.5,1.6,21.3,42.6
0700-0800 ,1026,20.9,3.9,20.9,38
0800-0900 ,1026,17.2,3.6,18.0,51.7
0900-1000 ,1026,18.1,0.4,22.3,53.1
1000-1100 ,1026,18.8,0.1,23.5,50.7
1100-1200 ,1026,15.5,0.7,27.4,50.3
1200-1300 ,1026,12.4,0.8,24.3,53.6
1300-1400 ,1026,15.2,1.2,24.1,51.8
1400-1500 ,1026,16.8,1.5,21.4,54.5
1500-1600 ,1026,12.2,1.7,20.900000000000002,58.1
1600-1700 ,1026,11.4,0.8,21.9,58.6
1700-1800 ,1026,12.5,0.5,18.2,59.5
1800-1900 ,1026,16.7,2.7,7.5,64
1900-2000 ,1026,15,1.4,3.6,71.6
2000-2100 ,1026,16.5,0.7,4.4,68.7
2100-2200 ,1026,26.2,0,5.199999999999999,52.3
2200-2300 ,1026,30.9,0.3,3.3,55.5
0700-0800 ,3025,18.3,2.7,33,34.8
0800-0900 ,3025,12.9,3,24.1,53.5
0900-1000 ,3025,34.4,1.2,20.1,41
1000-1100 ,3025,26.8,1.4,31.4,36.9
1100-1200 ,3025,21,0.8,27.5,46.9
1200-1300 ,3025,27.7,1.7,25.2,37.6
1300-1400 ,3025,15.6,4,27.1,41.7
1400-1500 ,3025,25.3,0.3,21.599999999999998,50.3
1500-1600 ,3025,15.8,1.5,27,51
1600-1700 ,3025,12.8,1.1,26.4,55
1700-1800 ,3025,23.7,1.3,14.9,50.6
1800-1900 ,3025,10.6,0.5,7.0,73.9
1900-2000 ,3025,18.2,0.5,3.5,74.1
2000-2100 ,3025,13.3,0,6.9,75.5
2100-2200 ,3025,27.8,0.4,3.6,62.7
2200-2300 ,3025,1.9,0,6.1,85.8
0700-0800 ,6207,9.6,0.3,24.9,52.5
0800-0900 ,6207,9.8,0.3,23.2,58.9
0900-1000 ,6207,11.3,0.3,31.400000000000002,50.1
1000-1100 ,6207,7.5,0,40.7,42.4
1100-1200 ,6207,7,0.3,33.3,52.7
1200-1300 ,6207,9.2,0.3,33.5,47.8
1300-1400 ,6207,8.6,0,28.5,53.3
1400-1500 ,6207,6.7,0,30.0,54.9
1500-1600 ,6207,4.6,0,30.9,57.6
1600-1700 ,6207,7.4,1.2,25.1,57.5
1700-1800 ,6207,5.5,0.5,26.7,57.1
1800-1900 ,6207,7.3,0,16.3,67.6
1900-2000 ,6207,9.5,0.5,8.7,72.8
2000-2100 ,6207,10.4,0.5,11.9,66.7
2100-2200 ,6207,19.9,0,10.3,57
2200-2300 ,6207,18.8,1.1,10.799999999999999,61.4
0700-0800 ,4212,24.3,2.4,21.9,27.8
0800-0900 ,4212,16.2,1.7,20.2,38.9
0900-1000 ,4212,28.9,1.3,24.099999999999998,24.5
1000-1100 ,4212,27.9,0.5,29.5,26.9
1100-1200 ,4212,26.3,1,28.400000000000002,29.1
1200-1300 ,4212,28,1,23.299999999999997,29.7
1300-1400 ,4212,23.3,1,26.3,31.8
1400-1500 ,4212,17.9,1.1,25.0,37.5
1500-1600 ,4212,22.3,1.8,24.900000000000002,30.8
1600-1700 ,4212,18.1,0.7,21.3,39.9
1700-1800 ,4212,21.2,2.8,12.7,37.6
1800-1900 ,4212,21.1,0.3,10.2,43.5
1900-2000 ,4212,22.4,0.6,9.0,45.8
2000-2100 ,4212,32.6,0.3,13.8,35
2100-2200 ,4212,28,0.3,6.8999999999999995,39.4
2200-2300 ,4212,33.9,0,7.8,38.5
0700-0800 ,2208,41.7,0,23.9,23.8
0800-0900 ,2208,34.7,1.1,21.0,30.7
0900-1000 ,2208,33.6,0,16.6,39.6
1000-1100 ,2208,39,0,26.900000000000002,26.9
1100-1200 ,2208,26.5,0.5,23.4,39.7
1200-1300 ,2208,30.8,0.8,14.4,43.9
1300-1400 ,2208,23.3,1,18.1,46
1400-1500 ,2208,25.8,1,16.7,47.5
1500-1600 ,2208,28.8,1.1,11.4,50
1600-1700 ,2208,26.4,0.5,9.1,55.3
1700-1800 ,2208,38.5,0,9.1,43.7
1800-1900 ,2208,28,0.5,2.4,57.8
1900-2000 ,2208,31.6,0.5,2.5,46.6
2000-2100 ,2208,41.1,0,4,39.9
2100-2200 ,2208,37.9,0,8,38.9
2200-2300 ,2208,39.3,0,4.4,41.5
